Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Shared Games with Bismack Biyombo,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Darius Bazley,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Kevin Durant,Shared Games with Landry Shamet,Shared Games with T.J. Warren,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Darius Bazley,Deandre Ayton,Devin Booker,Ish Wainright,Jaylen Brown,Jock Landale,Josh Okogie,Kevin Durant,Landry Shamet,Saben Lee,T.J. Warren,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Darius Bazley,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Ish Wainright,co_inf with Jaylen Brown,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Kevin Durant,co_inf with Landry Shamet,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Torrey Craig,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
49.0,,2023-01-27,31-356,ORL,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,59.0,1.903225806451613,0.0,54.60000000000001,1.761290322580645,0.0201738383946775,W (+15),W (+15)
50.0,,2023-01-28,31-357,ORL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,53.0,1.7096774193548387,0.0,43.8,1.4129032258064516,0.0201738383946775,W (+6),W (+6)
51.0,,2023-01-30,31-359,ORL,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,77.0,2.4838709677419355,0.0,71.79999999999998,2.316129032258064,0.0201738383946775,L (-5),L (-5)
52.0,,2023-02-01,31-361,ORL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,71.0,2.290322580645161,0.0,65.99999999999999,2.129032258064516,0.0201738383946775,L (-19),L (-19)
53.0,,2023-02-03,31-363,ORL,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,43.0,1.3870967741935485,0.0,43.4,1.4,0.0201738383946775,W (+10),W (+10)
54.0,,2023-02-05,32-000,ORL,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,68.0,2.193548387096774,0.0,63.19999999999999,2.0387096774193543,0.0201738383946775,L (-11),L (-11)
55.0,,2023-02-07,32-002,ORL,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,65.0,2.096774193548387,0.0,54.900000000000006,1.770967741935484,0.0201738383946775,W (+7),W (+7)
56.0,,2023-02-09,32-004,ORL,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,56.0,1.806451612903225,0.0,64.59999999999998,2.0838709677419347,0.0201738383946775,W (+6),W (+6)
57.0,,2023-02-11,32-006,ORL,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,65.0,2.096774193548387,0.0,83.2,2.683870967741936,0.0201738383946775,L (-4),L (-4)
58.0,43.0,2023-02-16,32-011,PHO,LAC,0,25.05,7.0,17.0,.412,1.0,8.0,.125,1,2.0,.500,1.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,16.0,10.1,-6,9.0,6.0,0.6666666666666666,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,5.0,81.0,2.6129032258064515,9.7,92.1,2.970967741935484,0.0201738383946775,W (+11),W (+11)
59.0,44.0,2023-02-24,32-019,PHO,OKC,0,22.933333333333334,3.0,7.0,.429,3.0,6.0,.500,0,0.0,,0.0,7.0,7.0,2.0,1.0,0.0,0.0,2.0,9.0,9.0,+11,1.0,0.0,0.0,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,12.0,81.0,2.6129032258064515,9.0,93.4,3.012903225806452,0.0201738383946775,L (-4),L (-4)
60.0,45.0,2023-02-26,32-021,PHO,MIL,0,17.133333333333333,3.0,5.0,.600,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,3.4,+4,2.0,2.0,1.0,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,3.0,71.0,2.290322580645161,3.4,66.69999999999999,2.1516129032258062,0.0201738383946775,L (-9),L (-9)
61.0,,2023-03-01,32-024,PHO,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,94.0,3.032258064516129,0.0,105.29999999999998,3.3967741935483864,0.0201738383946775,W (+9),W (+9)
62.0,,2023-03-03,32-026,PHO,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,,74.0,2.3870967741935485,0.0,83.8,2.703225806451613,0.0201738383946775,L (-3),L (-3)
63.0,46.0,2023-03-05,32-028,PHO,DAL,0,12.883333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.5,-9,0.0,0.0,,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,1.0,91.0,2.935483870967742,-0.5000000000000002,92.90000000000002,2.996774193548388,0.0201738383946775,,
64.0,47.0,2023-03-08,32-031,PHO,OKC,0,23.383333333333333,8.0,13.0,.615,6.0,10.0,.600,2,2.0,1.000,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,24.0,21.7,+9,3.0,2.0,0.6666666666666666,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,15.0,80.0,2.5806451612903225,20.9,82.1,2.648387096774193,0.0201738383946775,W (+14),W (+14)
65.0,48.0,2023-03-11,32-034,PHO,SAC,0,22.7,7.0,13.0,.538,4.0,10.0,.400,0,0.0,,1.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,18.0,11.9,-18,3.0,3.0,1.0,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,7.0,76.0,2.4516129032258065,11.9,70.7,2.2806451612903227,0.0201738383946775,W (+21),W (+21)
66.0,49.0,2023-03-13,32-036,PHO,GSW,0,15.266666666666667,1.0,5.0,.200,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,1.4,-14,2.0,0.0,0.0,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,3.0,108.0,3.4838709677419355,1.3999999999999997,95.29999999999998,3.0741935483870964,0.0201738383946775,W (+4),W (+4)
67.0,50.0,2023-03-14,32-037,PHO,MIL,0,11.233333333333333,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,-5,2.0,0.0,0.0,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,2.0,72.0,2.3225806451612905,0.1000000000000003,77.50000000000001,2.5000000000000004,0.0201738383946775,W (+31),W (+31)
68.0,51.0,2023-03-16,32-039,PHO,ORL,0,16.016666666666666,2.0,5.0,.400,1.0,2.0,.500,2,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0,3.3,+6,3.0,1.0,0.3333333333333333,24,37,26,17,27,41,15,20,24,24,2,34,22,35,23,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,57.0,0.6486486486486487,0.5285714285714286,0.5098039215686274,0.6296296296296297,0.45,0.5125,0.3125,0.3773584905660377,0.0,0.0,0.7058823529411765,0.4,0.5,0.6938775510204082,0.3859649122807017,0.4861111111111111,0.4893617021276595,0.4385964912280701,19,16,17,21,13,6,17,21,17,17,21,6,8,14,21,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,79.0,0.2622950819672131,0.3541666666666667,0.3559322033898305,0.1756756756756756,0.1395348837209302,0.2537313432835821,0.3962264150943396,0.2833333333333333,0.0,0.2463768115942029,0.2916666666666667,0.1276595744680851,0.2,0.0,0.3333333333333333,0.2658227848101265,31,2.0,78.0,2.5161290322580645,2.499999999999999,82.30000000000001,2.65483870967742,0.0201738383946775,L (-9),L (-9)
