Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Shared Games with Reggie Jackson,Shared Games with Dewayne Dedmon,Danuel House Jr.,De'Anthony Melton,Dewayne Dedmon,Furkan Korkmaz,Georges Niang,Grant Williams,Jaden Springer,James Harden,Joel Embiid,Louis King,Mac McClung,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Grant Williams,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,co_inf with Dewayne Dedmon,co_inf with Louis King,co_inf with Mac McClung,co_inf with Michael Foster Jr.,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
53.0,53.0,2023-02-02,25-002,CHO,CHI,0,26.3,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,-4.0,-15,2.0,0.0,0.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,-3.0,60.0,1.7647058823529411,-4.0,73.9,2.173529411764706,0.016934801016088,W (+5),W (+5)
54.0,54.0,2023-02-03,25-003,CHO,DET,0,23.016666666666666,5.0,7.0,.714,1.0,2.0,.500,3,3.0,1.000,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,14.0,16.3,-4,5.0,4.0,0.8,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,12.0,87.0,2.5588235294117645,15.1,98.7,2.902941176470588,0.016934801016088,L (-9),L (-9)
55.0,55.0,2023-02-05,25-005,CHO,ORL,0,25.4,3.0,8.0,.375,1.0,4.0,.250,0,0.0,,2.0,2.0,4.0,4.0,1.0,0.0,1.0,4.0,7.0,5.8,-4,4.0,2.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,7.0,62.0,1.8235294117647056,5.800000000000001,63.1,1.8558823529411763,0.016934801016088,L (-16),L (-16)
56.0,56.0,2023-02-08,25-008,CHO,WAS,0,16.583333333333332,2.0,7.0,.286,0.0,2.0,.000,2,2.0,1.000,0.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,6.0,6.2,-9,5.0,2.0,0.4,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,4.0,88.0,2.588235294117647,5.399999999999999,91.1,2.679411764705882,0.016934801016088,L (-6),L (-6)
57.0,,2023-02-10,25-010,PHI,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,,79.0,2.323529411764706,0.0,86.80000000000001,2.5529411764705885,0.016934801016088,L (-6),L (-6)
58.0,57.0,2023-02-11,25-011,PHI,BRK,0,15.666666666666666,2.0,4.0,.500,1.0,1.0,1.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,5.3,-1,3.0,1.0,0.3333333333333333,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,6.0,67.0,1.9705882352941173,5.3,70.8,2.0823529411764703,0.016934801016088,L (-14),L (-14)
59.0,58.0,2023-02-13,25-013,PHI,HOU,0,27.916666666666668,3.0,4.0,.750,1.0,1.0,1.000,1,1.0,1.000,1.0,4.0,5.0,3.0,0.0,0.0,0.0,3.0,8.0,9.2,+9,3.0,2.0,0.6666666666666666,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,11.0,62.0,1.8235294117647056,8.799999999999997,73.6,2.164705882352941,0.016934801016088,W (+11),W (+11)
60.0,59.0,2023-02-15,25-015,PHI,CLE,0,12.6,2.0,6.0,.333,0.0,1.0,.000,0,0.0,,2.0,2.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,-9,5.0,2.0,0.4,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,3.0,50.0,1.4705882352941178,2.0,59.0,1.7352941176470589,0.016934801016088,W (+3),W (+3)
61.0,60.0,2023-02-23,25-023,PHI,MEM,0,14.65,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,2.8,-2,2.0,1.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,3.0,87.0,2.5588235294117645,2.3999999999999995,93.4,2.747058823529412,0.016934801016088,W (+19),W (+19)
62.0,61.0,2023-02-25,25-025,PHI,BOS,0,14.833333333333334,2.0,4.0,.500,0.0,1.0,.000,0,2.0,.000,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.8,-23,3.0,2.0,0.6666666666666666,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,1.0,79.0,2.323529411764706,2.8,95.5,2.8088235294117645,0.016934801016088,W (+6),W (+6)
63.0,62.0,2023-02-27,25-027,PHI,MIA,0,10.266666666666667,0.0,2.0,.000,0.0,0.0,,2,2.0,1.000,3.0,1.0,4.0,1.0,1.0,0.0,1.0,4.0,2.0,2.1,-1,2.0,0.0,0.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,3.0,65.0,1.911764705882353,1.2999999999999994,94.0,2.764705882352941,0.016934801016088,,
64.0,63.0,2023-03-01,25-029,PHI,MIA,0,13.4,0.0,3.0,.000,0.0,1.0,.000,4,4.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,3.6,+7,2.0,0.0,0.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,0.0,90.0,2.647058823529412,2.0,107.7,3.1676470588235297,0.016934801016088,W (+5),W (+5)
65.0,64.0,2023-03-02,25-030,PHI,DAL,0,13.35,2.0,4.0,.500,0.0,2.0,.000,2,3.0,.667,0.0,4.0,4.0,1.0,0.0,0.0,2.0,4.0,6.0,1.9,+15,2.0,2.0,1.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,2.0,89.0,2.617647058823529,1.0999999999999992,88.70000000000002,2.608823529411765,0.016934801016088,L (-3),L (-3)
66.0,65.0,2023-03-04,25-032,PHI,MIL,0,19.98333333333333,2.0,3.0,.667,1.0,1.0,1.000,3,3.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,8.0,5.7,+14,2.0,1.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,4.0,86.0,2.5294117647058822,4.500000000000001,96.3,2.8323529411764703,0.016934801016088,L (-2),L (-2)
67.0,66.0,2023-03-06,25-034,PHI,IND,1,29.8,8.0,13.0,.615,0.0,2.0,.000,4,4.0,1.000,2.0,6.0,8.0,0.0,1.0,0.0,2.0,5.0,20.0,14.3,+6,11.0,8.0,0.7272727272727273,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,10.0,87.0,2.5588235294117645,12.699999999999996,88.90000000000002,2.6147058823529417,0.016934801016088,W (+23),W (+23)
68.0,67.0,2023-03-07,25-035,PHI,MIN,0,16.616666666666667,2.0,4.0,.500,0.0,0.0,,1,2.0,.500,1.0,4.0,5.0,0.0,1.0,0.0,1.0,3.0,5.0,3.3,-1,4.0,2.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,4.0,86.0,2.5294117647058822,2.8999999999999995,94.6,2.7823529411764705,0.016934801016088,L (-7),L (-7)
69.0,68.0,2023-03-10,25-038,PHI,POR,0,10.183333333333334,2.0,4.0,.500,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,1.3,+1,4.0,2.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,3.0,94.0,2.764705882352941,1.2999999999999998,99.0,2.911764705882353,0.016934801016088,W (+3),W (+3)
70.0,69.0,2023-03-12,25-040,PHI,WAS,0,7.666666666666667,2.0,3.0,.667,0.0,1.0,.000,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0,2.0,2.0,1.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,2.0,103.0,3.0294117647058822,4.2,122.9,3.614705882352941,0.016934801016088,W (+4),W (+4)
71.0,,2023-03-15,25-043,PHI,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,15,19,10,19,7,15,18,8,36,5,17,21,12,20,17,18,39,7,56.0,77.0,38.0,37.0,78.0,79.0,16.0,58.0,66.0,1.0,2.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.2678571428571428,0.2467532467532467,0.2702702702702703,0.2435897435897435,0.0,0.4375,0.2586206896551724,0.2727272727272727,0.087719298245614,0.2266666666666666,0.3043478260869565,0.2631578947368421,0.2297297297297297,0.3,0.1842105263157894,0.0,0.0,0.0,34,,75.0,2.2058823529411766,0.0,74.19999999999999,2.1823529411764704,0.016934801016088,W (+23),W (+23)
