Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with D'Angelo Russell,Shared Games with Davon Reed,Shared Games with Dennis Schröder,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Max Christie,Shared Games with Mo Bamba,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,D'Angelo Russell,Davon Reed,Dennis Schröder,Kendrick Nunn,LeBron James,Lonnie Walker IV,Max Christie,Mo Bamba,Onyeka Okongwu,Scotty Pippen Jr.,Shaquille Harrison,Sterling Brown,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with D'Angelo Russell,co_inf with Davon Reed,co_inf with Dennis Schröder,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Max Christie,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Scotty Pippen Jr.,co_inf with Shaquille Harrison,co_inf with Sterling Brown,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
62.0,60.0,2023-02-26,26-092,LAL,DAL,1.0,34.36666666666667,3.0,14.0,0.214,2.0,11.0,0.182,0.0,1.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,1.0,3.0,8.0,2.5,15.0,3.0,1.0,0.3333333333333333,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,1.0,94.0,3.032258064516129,2.499999999999999,92.5,2.9838709677419355,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+18),W (+18)
63.0,61.0,2023-02-28,26-094,LAL,MEM,1.0,31.6,5.0,8.0,0.625,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0,12.0,8.5,-6.0,4.0,3.0,0.75,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,8.0,51.0,1.6451612903225807,8.499999999999996,61.50000000000001,1.983870967741936,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,,
64.0,62.0,2023-03-01,26-095,LAL,OKC,1.0,27.05,4.0,15.0,0.267,3.0,12.0,0.25,0.0,0.0,,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,11.0,5.3,7.0,3.0,1.0,0.3333333333333333,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,4.0,48.0,1.5483870967741935,5.299999999999999,59.2,1.9096774193548387,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+13),W (+13)
65.0,63.0,2023-03-03,26-097,LAL,MIN,1.0,32.3,5.0,11.0,0.455,3.0,6.0,0.5,2.0,2.0,1.0,2.0,6.0,8.0,1.0,1.0,0.0,1.0,2.0,15.0,12.4,-1.0,5.0,2.0,0.4,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,11.0,65.0,2.096774193548387,11.599999999999998,75.9,2.448387096774194,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+3),W (+3)
66.0,64.0,2023-03-05,26-099,LAL,GSW,1.0,30.83333333333333,4.0,9.0,0.444,1.0,4.0,0.25,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,12.0,8.9,16.0,5.0,3.0,0.6,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,4.0,69.0,2.225806451612903,7.699999999999997,71.0,2.290322580645161,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-12),L (-12)
67.0,65.0,2023-03-07,26-101,LAL,MEM,1.0,22.366666666666667,2.0,10.0,0.2,1.0,6.0,0.167,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,2.0,2.0,5.0,-0.4,-13.0,4.0,1.0,0.25,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,1.0,65.0,2.096774193548387,-0.4000000000000014,57.0,1.8387096774193548,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+6),W (+6)
68.0,66.0,2023-03-10,26-104,LAL,TOR,1.0,20.916666666666668,1.0,6.0,0.167,1.0,5.0,0.2,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,-1.6,-21.0,1.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,-2.0,45.0,1.4516129032258065,-1.999999999999999,45.1,1.4548387096774194,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-8),L (-8)
69.0,67.0,2023-03-12,26-106,LAL,NYK,1.0,25.683333333333334,4.0,12.0,0.333,2.0,8.0,0.25,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,3.4,-5.0,4.0,2.0,0.5,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,0.0,75.0,2.419354838709677,3.400000000000001,58.99999999999999,1.9032258064516128,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+8),W (+8)
70.0,68.0,2023-03-14,26-108,LAL,NOP,1.0,31.116666666666667,8.0,16.0,0.5,7.0,12.0,0.583,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,24.0,20.1,18.0,4.0,1.0,0.25,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,13.0,68.0,2.193548387096774,19.7,65.7,2.1193548387096777,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+9),W (+9)
71.0,69.0,2023-03-15,26-109,LAL,HOU,1.0,32.46666666666667,6.0,17.0,0.353,4.0,12.0,0.333,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,16.0,8.0,-5.0,5.0,2.0,0.4,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,3.0,93.0,3.0,7.999999999999998,96.0,3.096774193548387,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+10),W (+10)
72.0,70.0,2023-03-17,26-111,LAL,DAL,1.0,22.73333333333333,5.0,9.0,0.556,0.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,1.0,10.0,4.7,-8.0,6.0,5.0,0.8333333333333334,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,4.0,70.0,2.2580645161290325,4.7,72.79999999999998,2.348387096774193,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-4),L (-4)
73.0,71.0,2023-03-19,26-113,LAL,ORL,1.0,25.916666666666668,1.0,7.0,0.143,1.0,5.0,0.2,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,-0.9,-15.0,2.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,-1.0,64.0,2.064516129032258,-0.8999999999999995,68.4,2.206451612903226,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+15),W (+15)
74.0,72.0,2023-03-22,26-116,LAL,PHO,0.0,19.75,2.0,6.0,0.333,2.0,5.0,0.4,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,2.8,-8.0,1.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,3.0,93.0,3.0,2.8000000000000007,99.7,3.2161290322580647,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-4),L (-4)
75.0,73.0,2023-03-24,26-118,LAL,OKC,0.0,18.45,4.0,11.0,0.364,2.0,6.0,0.333,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,10.0,5.2,13.0,5.0,2.0,0.4,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,2.0,80.0,2.5806451612903225,5.199999999999999,76.49999999999999,2.4677419354838706,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-1),L (-1)
76.0,74.0,2023-03-26,26-120,LAL,CHI,0.0,27.5,6.0,14.0,0.429,6.0,14.0,0.429,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,18.0,10.5,-11.0,0.0,0.0,,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,6.0,75.0,2.419354838709677,10.499999999999998,92.9,2.996774193548388,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+6),W (+6)
77.0,75.0,2023-03-29,26-123,LAL,CHI,0.0,10.416666666666666,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,-3.1,-20.0,2.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,-3.0,72.0,2.3225806451612905,-3.1,74.3,2.396774193548387,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+11),W (+11)
78.0,76.0,2023-03-31,26-125,LAL,MIN,0.0,10.45,3.0,5.0,0.6,3.0,4.0,0.75,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,9.0,7.1,,1.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,9.0,97.0,3.129032258064516,7.1,98.0,3.161290322580645,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+5),W (+5)
