Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
49.0,,2023-01-24,27-080,DAL,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,67.0,3.526315789473684,0.0,90.5,4.7631578947368425,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+25),W (+25)
50.0,,2023-01-26,27-082,DAL,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,37.0,1.947368421052632,0.0,46.59999999999999,2.452631578947368,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-14),L (-14)
51.0,25.0,2023-01-28,27-084,DAL,UTA,0,0.5,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,0.0,37.0,1.947368421052632,0.0,44.1,2.321052631578948,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-1),L (-1)
52.0,,2023-01-30,27-086,DAL,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,51.0,2.6842105263157894,0.0,69.59999999999998,3.663157894736841,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+4),W (+4)
53.0,,2023-02-02,27-089,DAL,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,39.0,2.0526315789473686,0.0,51.6,2.7157894736842105,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-8),L (-8)
54.0,26.0,2023-02-04,27-091,DAL,GSW,0,6.966666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-7,0.0,0.0,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,-1.0,45.0,2.3684210526315788,-1.0,59.70000000000001,3.1421052631578954,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+6),W (+6)
55.0,27.0,2023-02-06,27-093,DAL,UTA,0,12.566666666666666,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,3.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,4.4,+3,0.0,0.0,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,6.0,84.0,4.421052631578948,4.399999999999999,108.9,5.731578947368422,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+5),W (+5)
56.0,28.0,2023-02-08,27-095,DAL,LAC,0,15.55,3.0,4.0,.750,2.0,2.0,1.000,1,2.0,.500,0.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,9.0,8.2,-1,2.0,1.0,0.5,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,8.0,81.0,4.2631578947368425,7.799999999999997,84.89999999999999,4.468421052631578,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-6),L (-6)
57.0,29.0,2023-02-10,27-097,DAL,SAC,0,15.4,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.9,-1,1.0,1.0,1.0,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,1.0,101.0,5.315789473684211,0.9000000000000001,116.90000000000002,6.15263157894737,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+13),W (+13)
58.0,30.0,2023-02-11,27-098,DAL,SAC,0,10.166666666666666,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,1.3,-17,0.0,0.0,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,1.0,63.0,3.3157894736842106,1.3000000000000005,75.7,3.9842105263157896,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+6),W (+6)
59.0,31.0,2023-02-13,27-100,DAL,MIN,0,19.28333333333333,2.0,6.0,.333,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,1.6,+12,1.0,0.0,0.0,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,2.0,47.0,2.473684210526316,1.6000000000000003,70.0,3.684210526315789,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+8),W (+8)
60.0,32.0,2023-02-15,27-102,DAL,DEN,0,20.05,0.0,5.0,.000,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,-1.2,+4,3.0,0.0,0.0,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,0.0,75.0,3.947368421052632,-1.2000000000000002,97.8,5.147368421052631,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-5),L (-5)
61.0,33.0,2023-02-23,27-110,DAL,SAS,0,5.933333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.3,0,0.0,0.0,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,4.0,84.0,4.421052631578948,2.3,103.3,5.436842105263158,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-3),L (-3)
62.0,,2023-02-26,27-113,DAL,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,70.0,3.684210526315789,0.0,84.4,4.442105263157895,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-9),L (-9)
63.0,,2023-02-28,27-115,DAL,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,75.0,3.947368421052632,0.0,98.2,5.16842105263158,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,,
64.0,,2023-03-02,27-117,DAL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,82.0,4.315789473684211,0.0,102.0,5.368421052631579,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+26),W (+26)
65.0,,2023-03-05,27-120,DAL,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,45.0,2.3684210526315788,0.0,72.1,3.794736842105263,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-3),L (-3)
66.0,34.0,2023-03-07,27-122,DAL,UTA,0,0.05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+2,0.0,0.0,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,0.0,47.0,2.473684210526316,0.0,48.30000000000001,2.542105263157896,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-2),L (-2)
67.0,35.0,2023-03-08,27-123,DAL,NOP,0,3.066666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-5,0.0,0.0,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,-1.0,52.0,2.736842105263158,-0.7,65.80000000000001,3.4631578947368427,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+7),W (+7)
68.0,,2023-03-11,27-126,DAL,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,69.0,3.631578947368421,0.0,83.7,4.405263157894737,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-4),L (-4)
69.0,36.0,2023-03-13,27-128,DAL,MEM,0,4.083333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,+3,0.0,0.0,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,2.0,57.0,3.0,0.5999999999999999,69.30000000000001,3.647368421052632,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+4),W (+4)
70.0,,2023-03-15,27-130,DAL,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,90.0,4.7368421052631575,0.0,114.50000000000004,6.026315789473687,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-7),L (-7)
71.0,37.0,2023-03-17,27-132,DAL,LAL,0,0.1,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+3,0.0,0.0,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,0.0,47.0,2.473684210526316,0.0,50.4,2.652631578947368,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-4),L (-4)
72.0,,2023-03-20,27-135,DAL,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,71.0,3.736842105263158,0.0,78.29999999999998,4.121052631578946,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,L (-16),L (-16)
73.0,,2023-03-22,27-137,DAL,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,15,37,27,35,32,25,22,28,8,24,36,25,34,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,71.0,3.0,0.0,0.4626865671641791,0.2272727272727272,0.4868421052631579,0.6,0.0,0.7446808510638298,0.6666666666666666,0.5952380952380952,0.3666666666666666,0.0,0.4242424242424242,0.2162162162162162,0.8888888888888888,0.4615384615384615,0.3164556962025316,0.4788732394366197,1.0,6,9,3,8,15.0,,46.0,60.0,35.0,0.1304347826086956,0.15,0.0857142857142857,0.5333333333333333,,19,,66.0,3.473684210526316,0.0,98.5,5.184210526315789,10.1,0.5,-3.4,-2.5,-0.9,0.0101430706811872,0.512,0.713,0.149,-0.1,0.2,W (+9),W (+9)
