Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with D'Angelo Russell,Shared Games with Davon Reed,Shared Games with Dennis Schröder,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Max Christie,Shared Games with Mo Bamba,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,D'Angelo Russell,Davon Reed,Dennis Schröder,Kendrick Nunn,LeBron James,Lonnie Walker IV,Max Christie,Mo Bamba,Onyeka Okongwu,Scotty Pippen Jr.,Shaquille Harrison,Sterling Brown,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with D'Angelo Russell,co_inf with Davon Reed,co_inf with Dennis Schröder,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Max Christie,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Scotty Pippen Jr.,co_inf with Shaquille Harrison,co_inf with Sterling Brown,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,45,2023-01-16,23-288,UTA,@,MIN,W (+1),1,26:02,4.0,5.0,.800,0.0,0.0,,7,8.0,.875,2.0,6.0,8.0,4.0,0.0,1.0,3.0,4.0,15.0,14.8,-2,5.0,4.0,0.8,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,12.0,62.0,2.0,12.000000000000002,73.19999999999999,2.3612903225806448
49,48,46,2023-01-18,23-290,UTA,,LAC,W (+23),0,16:41,4.0,9.0,.444,1.0,2.0,.500,0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,9.0,6.9,+4,7.0,3.0,0.4285714285714285,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,6.0,69.0,2.225806451612903,6.899999999999999,92.3,2.97741935483871
50,49,47,2023-01-20,23-292,UTA,,BRK,L (-11),0,17:47,3.0,9.0,.333,1.0,2.0,.500,2,4.0,.500,4.0,5.0,9.0,2.0,1.0,0.0,1.0,2.0,9.0,8.0,+5,7.0,2.0,0.2857142857142857,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,7.0,94.0,3.032258064516129,7.1999999999999975,76.6,2.4709677419354836
51,50,48,2023-01-23,23-295,UTA,,CHO,W (+18),0,21:15,0.0,3.0,.000,0.0,1.0,.000,4,4.0,1.000,1.0,5.0,6.0,4.0,2.0,0.0,0.0,2.0,4.0,8.1,+10,2.0,0.0,0.0,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,9.0,70.0,2.2580645161290325,6.500000000000001,78.4,2.5290322580645164
52,51,49,2023-01-25,23-297,UTA,@,POR,L (-10),0,27:15,5.0,9.0,.556,2.0,4.0,.500,0,2.0,.000,1.0,4.0,5.0,1.0,2.0,2.0,0.0,1.0,12.0,12.5,+1,5.0,3.0,0.6,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,11.0,70.0,2.2580645161290325,12.499999999999996,56.3,1.8161290322580643
53,52,50,2023-01-28,23-300,UTA,,DAL,W (+8),0,22:27,3.0,3.0,1.000,0.0,0.0,,1,4.0,.250,1.0,5.0,6.0,3.0,0.0,0.0,0.0,2.0,7.0,8.4,-1,3.0,3.0,1.0,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,9.0,81.0,2.6129032258064515,7.999999999999999,83.5,2.693548387096774
54,53,51,2023-02-01,23-304,UTA,,TOR,W (+3),0,18:00,3.0,4.0,.750,0.0,1.0,.000,0,2.0,.000,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,6.0,4.3,-1,3.0,3.0,1.0,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,5.0,72.0,2.3225806451612905,4.3,80.2,2.5870967741935487
55,54,52,2023-02-03,23-306,UTA,,ATL,L (-7),0,18:04,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,2.0,9.0,11.0,2.0,1.0,1.0,0.0,2.0,0.0,5.0,-8,1.0,0.0,0.0,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,13.0,66.0,2.129032258064516,5.000000000000001,78.1,2.519354838709677
56,55,,2023-02-06,23-309,UTA,,DAL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,,89.0,2.870967741935484,0.0,87.40000000000003,2.8193548387096787
57,56,,2023-02-08,23-311,UTA,,MIN,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,,91.0,2.935483870967742,0.0,82.8,2.670967741935484
58,57,,2023-02-09,23-312,LAL,,MIL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,,52.0,1.6774193548387095,0.0,46.2,1.4903225806451614
59,58,53,2023-02-11,23-314,LAL,@,GSW,W (+6),0,16:54,5.0,7.0,.714,0.0,0.0,,2,2.0,1.000,2.0,6.0,8.0,4.0,1.0,0.0,0.0,1.0,12.0,15.7,-6,7.0,5.0,0.7142857142857143,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,16.0,57.0,1.8387096774193548,14.9,40.6,1.3096774193548388
60,59,54,2023-02-13,23-316,LAL,@,POR,L (-12),0,22:05,2.0,4.0,.500,0.0,0.0,,2,2.0,1.000,1.0,5.0,6.0,3.0,2.0,0.0,1.0,4.0,6.0,7.7,-29,4.0,2.0,0.5,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,10.0,71.0,2.290322580645161,6.9,81.20000000000002,2.619354838709678
61,60,55,2023-02-15,23-318,LAL,,NOP,W (+18),1,27:36,3.0,3.0,1.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,6.0,8.4,+10,3.0,3.0,1.0,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,10.0,91.0,2.935483870967742,8.4,75.3,2.429032258064516
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,,0.0,0.0,0.0,0.0,0.0
63,61,56,2023-02-23,23-326,LAL,,GSW,W (+13),1,18:14,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,3.0,6.0,9.0,2.0,0.0,0.0,2.0,0.0,4.0,5.3,+16,3.0,2.0,0.6666666666666666,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,9.0,77.0,2.4838709677419355,5.3,95.6,3.083870967741935
64,62,57,2023-02-26,23-329,LAL,@,DAL,W (+3),1,26:50,6.0,8.0,.750,1.0,1.0,1.000,2,2.0,1.000,8.0,9.0,17.0,1.0,4.0,0.0,1.0,3.0,15.0,22.6,+14,7.0,5.0,0.7142857142857143,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,26.0,69.0,2.225806451612903,21.8,73.2,2.361290322580645
65,63,58,2023-02-28,23-331,LAL,@,MEM,L (-12),1,28:39,1.0,6.0,.167,0.0,1.0,.000,2,2.0,1.000,3.0,5.0,8.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,-7,5.0,1.0,0.2,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,4.0,55.0,1.7741935483870968,1.1999999999999993,68.80000000000001,2.2193548387096778
66,64,59,2023-03-01,23-332,LAL,@,OKC,W (+6),1,22:50,2.0,5.0,.400,0.0,1.0,.000,3,4.0,.750,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,6.1,-3,4.0,2.0,0.5,39,51,40,20,47,12,7,78,3,40,34,30,37,25,39,17,49,48.0,1.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8125,0.0,0.0,0.0,0.8360655737704918,0.5882352941176471,0.9090909090909092,0.7121212121212122,0.8571428571428571,1.0,0.9629629629629628,0.4285714285714285,0.5970149253731343,0.576271186440678,0.5084745762711864,0.6607142857142857,0.4807692307692308,0.6,0.4722222222222222,0.6621621621621622,20,29,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,4.0,48.0,1.5483870967741935,4.899999999999999,59.6,1.9225806451612903
